ArticleTitle,Question,Answer
duck,"Where did the expression ""a sitting duck"" come from?","In many areas, wild duckof various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys."
duck,"Where did the expression ""a sitting duck"" come from?","In many areas, wild ducks of various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys."
Eel,Is the electric eel a true eel?,No
Eel,Is the electric eel a true eel?,"No, the electric eel is not a true eel."
Eel,Are most eels predators?,Yes
Eel,Are most eels predators?,"Yes, most eels are predators."
Eel,Is eel blood toxic to humans?,Yes
Eel,Is eel blood toxic to humans?,"Yes, eel blood is toxic to humans."
Eel,How many species of true eels are there?,approximately 800 species
Eel,How many species of true eels are there?,There are approximately 800 species of true eels.
Eel,Where is smoked eel considered a delicacy?,"Northern Germany, The Netherlands, Denmark, Sweden"
Eel,Where is smoked eel considered a delicacy?,"Smoked eel is considered a delicacy in northern Germany, The Netherlands, Denmark and Sweden."
Eel,How do eels begin life?,"As flat and transparent larvae, called leptocephali"
Eel,How do eels begin life?,"Eels begin life as flat and transparent larvae, called leptocephali."
Eel,What types of fins do eels have?,"Dorsal, anal, caudal, tail fins"
Eel,What types of fins do eels have?,Eels have dorsal and anal fins fused with a tail fin. Some also have  pectoral fins.
Eel,What do leptocephali eat?,Marine snow
Eel,What do leptocephali eat?,Leptocephali eat small particles called marine snow.
Eel,Do all eels live in fresh water?,No
Eel,Do all eels live in fresh water?,"No, not all eels live in fresh water."
Egypt,Is Egypt bordered by the Gaza Strip?,yes
Egypt,Is Egypt bordered by the Gaza Strip?,Yes
Egypt,Is Egypt the most populated country in Africa?,no
Egypt,Is Egypt the most populated country in Africa?,No
Egypt,Does Egypt have political influence in the Middle East?,yes
Egypt,Does Egypt have political influence in the Middle East?,Yes
Egypt,When was the Six Day War?,1967
Egypt,When was the Six Day War?,1967
Egypt,What religions has Egypt outlawed?,"All but Christianity, Islam, and Judaism"
Egypt,What religions has Egypt outlawed?,"all religions and belief except Islam, Christianity and Judaism"
Egypt,What is the poulation of Egypt?,more than 78 million
Egypt,What is the poulation of Egypt?,78 million people
Egypt,Why does most of Egypt's population live near the Nile?,"the only arable agricultural land is found there,"
Egypt,Why does most of Egypt's population live near the Nile?,The only arable agricultural land is found there
Egypt,Are there a large number of Jews living in Egypt today?,no
Egypt,Are there a large number of Jews living in Egypt today?,No
Egypt,During what period was Akhenaten a Pharaoh?,The New Kingdom (c.1550&#8722;1070 BC) 
Egypt,During what period was Akhenaten a Pharaoh?,The New Kingdom
Egypt,Is Egypt in Asia?,No.
Egypt,Does Egypt receive the least rainfall in the world?,Yes.
Egypt,Does Egypt receive the least rainfall in the world?,Yes
Egypt,Does Egypt's foreign policy operates along moderate lines?,Yes.
Egypt,Does Egypt's foreign policy operates along moderate lines?,Yes
Egypt,Since when has Egypt been a republic?,June 18 1953.
Egypt,Since when has Egypt been a republic?,June 18 1953
Egypt,When were the Great Sphinx and the Pyramids of Giza built?,During the Old Kingdom.
Egypt,When were the Great Sphinx and the Pyramids of Giza built?,During the Old Kingdom
Egypt,What countries border Egypt?,"Libya, Sudan, the Gaza Strip and Israel."
Egypt,What countries border Egypt?,"Libya, Sudan, the Gaza Strip and Israel"
Egypt,What is the estimated population of Egypt?,More than 78 million.
Egypt,What is the estimated population of Egypt?,78 million
Egypt,Does snow fall in Egypt?,Yes.
Egypt,Does snow fall in Egypt?,Yes
Egypt,When did organized agriculture appear in the Nile Valley?,6000 BC.
Egypt,When did organized agriculture appear in the Nile Valley?,About 6000 BC
elephant,Are elephants the largest land animals alive today?,yes
elephant,Are elephants the largest land animals alive today?,yes
elephant,Can an elephant kill a rhinoceros?,yes
elephant,Can an elephant kill a rhinoceros?,yes
elephant,Are elephants good swimmers?,yes
elephant,Are elephants good swimmers?,yes
elephant,How many living species of African Elephants are there?,2
elephant,How many living species of African Elephants are there?,"The African Elephant genus contains two (or, arguably, three) living species."
elephant,How long may elephants live?,70 years
elephant,How long may elephants live?,"As long as 70 years, sometimes longer."
elephant,Why does the phrase 'elephants never forget' have no metaphorical meaning?,it refers literally to elephants supposedly having an excellent memory
elephant,Why does the phrase 'elephants never forget' have no metaphorical meaning?,Because it refers literally to elephants supposedly having an excellent memory.
elephant,How many living species of Asian Elephants are there?,1
elephant,How many living species of Asian Elephants are there?,one
elephant,How much do elephants weight at birth?,120 kilograms
elephant,How much do elephants weight at birth?,At birth it is common for an elephant calf to weigh 120 kilograms (265 lb).
elephant,What did Aristotle say about elephants?,the beast which passeth all others in wit and mind
elephant,What did Aristotle say about elephants?,"Aristotle once said the elephant was ""the beast which passeth all others in wit and mind."""
elephant,Are elephant populations in West Africa generally small and fragmented?,yes
elephant,Are elephant populations in West Africa generally small and fragmented?,Yes
elephant,Is the Asian elephant larger than the African?,no
elephant,Is the Asian elephant larger than the African?,Sometimes
elephant,Is an elephant's skin tough?,yes
elephant,Is an elephant's skin tough?,Yes
elephant,How do elephants communicate over long distances?,by producing and receiving low frequency sound
elephant,How do elephants communicate over long distances?,By producing and receiving low-frequency sound (infrasound)
elephant,When do African elephants lie down?,when they are sick or wounded
elephant,How long is the elephant's gestation period?,22 months
elephant,How long is the elephant's gestation period?,22 months
elephant,How many species of African elephants have been proposed?,three
elephant,How many species of African elephants have been proposed?,three
elephant,What are the elephant's ears important for?,temperature regulation
elephant,What are the elephant's ears important for?,temperature regulation
elephant,What land animal has the largest brain?,elephant
elephant,What land animal has the largest brain?,The elephant
elephant,Are elephants mammals?,yes
elephant,Are elephants mammals?,Yes
elephant,Have elephants been used as working animals?,yes
elephant,Have elephants been used as working animals?,Yes
elephant,Do they prefer forested areas?,Yes
elephant,Do they prefer forested areas?,Yes
elephant,What is the world population of Asian elephants?,60000
elephant,What is the world population of Asian elephants?,"The world population of Asian elephants ?Çô also called Indian Elephants or Elephas maximus ?Çô is estimated to be around 60,000"
elephant,What part of an elephant is very important for temperature regulation?,Ears
elephant,What part of an elephant is very important for temperature regulation?,The large flapping ears of an elephant are also very important for temperature regulation.
elephant,Where was the largest elephant ever recorded shot?,Angola
elephant,Where was the largest elephant ever recorded shot?,The largest elephant ever recorded was shot in Angola in 1956.
elephant,Is an Asian elephant smaller than an African elephant?,yes
elephant,Is an Asian elephant smaller than an African elephant?,Yes
elephant,What land animal is larger than an elephant?,None
elephant,What land animal is larger than an elephant?,"None, the elephant is the largest land animal."
elephant,Has tusklessness become a rare abnormality?,No
elephant,Has tusklessness become a rare abnormality?,"No, tusklessness has become a widespread hereditary trait. "
English_language,What is given for the number of native speakers?,No figure is given for the number of native speakers.
English_language,Is english an intonation  language?,Yes
English_language,Is english a de  jure  official  language  of Israel?,no
English_language,Is the stressed  syllable called the nuclear  syllable?,yes
English_language,Does english grammar have minimal inflection?,Yes
English_language,Did old English develop into Middle English?,Yes
English_language,"Are books, magazines, and newspapers written in English available?",yes
English_language,Is the syntax of German different with different rules?,yes
English_language,Is it true that semantics causes a number of false friends?,TRUE
English_language,"Here , are all syllables unstressed , except the syllables/words best and done , which are stressed ?",yes
English_language,"Are many words describing the navy , types of ships , and other objects or activities on the water of dutch origin ?",yes
English_language,"Are local variations in the formal written version of the language quite limited , being restricted largely to the spelling differences between British and American English ?",yes
Finland,Were the treaties signed in 1947 and 1948 with the Ukraine?,no
Finland,Were the treaties signed in 1947 and 1948 with the Ukraine?,No
Finland,Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?,yes
Finland,Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?,Yes
Finland,Is the most read newspaper in Finland Taloussanomat?,no
Finland,Is the most read newspaper in Finland Taloussanomat?,No
Finland,Which Russian army general conquered Finland in 1809?,Alexander I
Finland,Which Russian army general conquered Finland in 1809?,Alexander I
Finland,What is the life expectancy for men in Finland?,75 years
Finland,What is the life expectancy for men in Finland?,75 years
Finland,"In what year were the ""Games of the XV Olympiad"" held?",1952
Finland,"In what year were the ""Games of the XV Olympiad"" held?",1952
Finland,What body of water lies to the south of Finland?,the Gulf of Finland
Finland,What body of water lies to the south of Finland?,Archipelago Sea
Finland,Name an animal that is growing in number due to recent conservation efforts,"Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)"
Finland,Name an animal that is growing in number due to recent conservation efforts,Golden Eagle
Finland,"Today, are there more cell phone subscriptions than people in Finland?",yes
Finland,"Today, are there more cell phone subscriptions than people in Finland?",Yes
Finland,Is Matti Vanhanen the Prime Minister of Finland?,yes
Finland,Is Matti Vanhanen the Prime Minister of Finland?,Yes
Finland,Is the capital city Oslo?,no
Finland,Is the capital city Oslo?,No
Finland,Does it have a border with Norway?,yes
Finland,Does it have a border with Norway?,Yes
Finland,What is the life expectancy for men?,75 years
